,title,body,created_at,text,OriginalText,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
3929,remove support tfkerasoptimizersoptimizer tfflearningalgorithms,remove support tfkerasoptimizersoptimizer tfflearningalgorithms,2024-09-16 16:33:38+00:00,remove support tfkerasoptimizersoptimizer tfflearningalgorithms remove support tfkerasoptimizersoptimizer tfflearningalgorithms,remove support tfkerasoptimizersoptimizer tfflearningalgorithm remove support tfkerasoptimizersoptimizer tfflearningalgorithm,remove support tfkerasoptimizersoptimizer tfflearningalgorithm remove support tfkerasoptimizersoptimizer tfflearningalgorithm,14,14_tfflearningmodel_tfflearning_remove_tfflearningmodelsfunctionalmodel,"['tfflearningmodel', 'tfflearning', 'remove', 'tfflearningmodelsfunctionalmodel', 'use', 'tfflearningbuildfederatedaveragingprocess', 'add', 'api', 'deprecate', 'algorithm', 'tfflearningalgorithm', 'support', 'user instead', 'tfflearne', 'replace', 'attribute', 'federate reconstruction', 'instead use', 'apis', 'reconstruction', 'delete', 'public api', 'tfflearningoptimizer', 'public', 'usage', 'make', 'deprecate attribute', 'tfflearningbuildfederatedevaluation', 'migrate', 'symbol', 'user', 'composer', 'federate', 'introduce federate', 'tfflearningbuildfederatedaveragingprocess remove', 'composer framework', 'tff', 'instead', 'framework', 'use learn', 'tfflearningtemplateslearningprocess', 'polymorphic computation', 'optimizer', 'mime lite', 'mime', 'usage typeconversionsinfertype', 'typeconversionsinfertype', 'polymorphic', 'add support', 'algorithm use', 'lite', 'method', 'subdirectory', 'tfflearningalgorithms', 'introduce', 'new attribute', 'use tfnestmapstructure', 'weight', 'tfflearningreconstruction', 'tfnestmapstructure', 'tfkerasmodel', 'simplifie', 'default', 'model', 'stateful', 'forward', 'remove deprecate', 'modelweight', 'make dependency', 'tfflearning add', 'attribute resetmetric', 'api lack', 'computation', 'remove usage', 'expose', 'attempt make', 'tfflearningalgorithmsbuildweightedfedavg', 'tfflearningalgorithmsbuildfedeval', 'newly add', 'remove restriction', 'resetmetric', 'api user', 'getter setter', 'typingnamedtuple', 'namespace', 'migrating', 'circular', 'module', 'necessarily', 'setter', 'tfflearningmetric', 'structure', 'new', 'add new', 'subclass', 'build', 'forward pass', 'hparam', 'learn', 'getter', 'support structure', 'modelfn', 'tuning', 'package', 'restriction', 'wrap', 'implement', 'state', 'vizier', 'simplefedavg', 'newly', 'program', 'switch', 'tff optimizer', 'add default', 'program logic', 'relevant', 'lack', 'consolidate', 'consistently', 'algorithm new', 'namespace delete', 'tfflearningoptimizersoptimizer', 'method propose', 'tfflearningfromkerasmodel', 'add federate', 'update', 'algorithm implementation', 'clientwork component', 'tfflearne remove', 'algorithm base', 'documentation change', 'attrs', 'implementation', 'dependency', 'remove support', 'clientwork', 'note', 'class', 'documentation', 'object remove', 'algorithm implement', 'change', 'tutorial use', 'library', 'subclasse', 'use new', 'consistent', 'definition', 'tfdata', 'use delete', 'attempt', 'parameter', 'personalization', 'cl', 'fedavg', 'new algorithm', 'share', 'api change', 'cleanup', 'training', 'unused', 'component', 'deprecation', 'type', 'target', 'eval', 'logic', 'ensure', 'object', 'remove dependency', 'available', 'simplefedavg use', 'structure weight', 'variant fedavg', 'federatedresearch', 'clarify default', 'update tfflearningalgorithm', 'capitalization', 'tfflearningreconstruction add', 'tfflearne apis', 'apis update', 'adafactor', 'programstate', 'iterativeprocesse', 'stateful metric', 'tutorial', 'api add', 'internal', 'replace datasetreduce', 'dependency tffutil', 'tfflearningmodel build', 'numexample counter', 'add iter', 'tfflearningprogramsevaluationmanager', 'tffutil tfflearne', 'component tff', 'tfflearningmodel update', 'iter method', 'default zero']","['change tfflearningmodel tfflearningmodelsvariablemodel documentation change tfflearningmodel tfflearningmodelsvariablemodel documentation', 'remove tfflearningmodel public api user instead use tfflearningmodelsvariablemodel remove tfflearningmodel public api user instead use tfflearningmodelsvariablemodel', 'change tfflearningmodel tfflearningmodelsvariablemodel documentation change tfflearningmodel tfflearningmodelsvariablemodel documentation']",tfflearningmodel - tfflearning - remove - tfflearningmodelsfunctionalmodel - use - tfflearningbuildfederatedaveragingprocess - add - api - deprecate - algorithm - tfflearningalgorithm - support - user instead - tfflearne - replace - attribute - federate reconstruction - instead use - apis - reconstruction - delete - public api - tfflearningoptimizer - public - usage - make - deprecate attribute - tfflearningbuildfederatedevaluation - migrate - symbol - user - composer - federate - introduce federate - tfflearningbuildfederatedaveragingprocess remove - composer framework - tff - instead - framework - use learn - tfflearningtemplateslearningprocess - polymorphic computation - optimizer - mime lite - mime - usage typeconversionsinfertype - typeconversionsinfertype - polymorphic - add support - algorithm use - lite - method - subdirectory - tfflearningalgorithms - introduce - new attribute - use tfnestmapstructure - weight - tfflearningreconstruction - tfnestmapstructure - tfkerasmodel - simplifie - default - model - stateful - forward - remove deprecate - modelweight - make dependency - tfflearning add - attribute resetmetric - api lack - computation - remove usage - expose - attempt make - tfflearningalgorithmsbuildweightedfedavg - tfflearningalgorithmsbuildfedeval - newly add - remove restriction - resetmetric - api user - getter setter - typingnamedtuple - namespace - migrating - circular - module - necessarily - setter - tfflearningmetric - structure - new - add new - subclass - build - forward pass - hparam - learn - getter - support structure - modelfn - tuning - package - restriction - wrap - implement - state - vizier - simplefedavg - newly - program - switch - tff optimizer - add default - program logic - relevant - lack - consolidate - consistently - algorithm new - namespace delete - tfflearningoptimizersoptimizer - method propose - tfflearningfromkerasmodel - add federate - update - algorithm implementation - clientwork component - tfflearne remove - algorithm base - documentation change - attrs - implementation - dependency - remove support - clientwork - note - class - documentation - object remove - algorithm implement - change - tutorial use - library - subclasse - use new - consistent - definition - tfdata - use delete - attempt - parameter - personalization - cl - fedavg - new algorithm - share - api change - cleanup - training - unused - component - deprecation - type - target - eval - logic - ensure - object - remove dependency - available - simplefedavg use - structure weight - variant fedavg - federatedresearch - clarify default - update tfflearningalgorithm - capitalization - tfflearningreconstruction add - tfflearne apis - apis update - adafactor - programstate - iterativeprocesse - stateful metric - tutorial - api add - internal - replace datasetreduce - dependency tffutil - tfflearningmodel build - numexample counter - add iter - tfflearningprogramsevaluationmanager - tffutil tfflearne - component tff - tfflearningmodel update - iter method - default zero,1.0,False
3938,ensure tfflearningoptimizers consistently support empty structures,ensure tfflearningoptimizers consistently support empty structures optimizers noop empty structures weights,2024-09-10 17:08:04+00:00,ensure tfflearningoptimizers consistently support empty structures ensure tfflearningoptimizers consistently support empty structures optimizers noop empty structures weights,ensure tfflearningoptimizer consistently support empty structure ensure tfflearningoptimizer consistently support empty structure optimizer noop empty structure weight,ensure tfflearningoptimizer consistently support empty structure ensure tfflearningoptimizer consistently support empty structure optimizer noop empty structure weight,14,14_tfflearningmodel_tfflearning_remove_tfflearningmodelsfunctionalmodel,"['tfflearningmodel', 'tfflearning', 'remove', 'tfflearningmodelsfunctionalmodel', 'use', 'tfflearningbuildfederatedaveragingprocess', 'add', 'api', 'deprecate', 'algorithm', 'tfflearningalgorithm', 'support', 'user instead', 'tfflearne', 'replace', 'attribute', 'federate reconstruction', 'instead use', 'apis', 'reconstruction', 'delete', 'public api', 'tfflearningoptimizer', 'public', 'usage', 'make', 'deprecate attribute', 'tfflearningbuildfederatedevaluation', 'migrate', 'symbol', 'user', 'composer', 'federate', 'introduce federate', 'tfflearningbuildfederatedaveragingprocess remove', 'composer framework', 'tff', 'instead', 'framework', 'use learn', 'tfflearningtemplateslearningprocess', 'polymorphic computation', 'optimizer', 'mime lite', 'mime', 'usage typeconversionsinfertype', 'typeconversionsinfertype', 'polymorphic', 'add support', 'algorithm use', 'lite', 'method', 'subdirectory', 'tfflearningalgorithms', 'introduce', 'new attribute', 'use tfnestmapstructure', 'weight', 'tfflearningreconstruction', 'tfnestmapstructure', 'tfkerasmodel', 'simplifie', 'default', 'model', 'stateful', 'forward', 'remove deprecate', 'modelweight', 'make dependency', 'tfflearning add', 'attribute resetmetric', 'api lack', 'computation', 'remove usage', 'expose', 'attempt make', 'tfflearningalgorithmsbuildweightedfedavg', 'tfflearningalgorithmsbuildfedeval', 'newly add', 'remove restriction', 'resetmetric', 'api user', 'getter setter', 'typingnamedtuple', 'namespace', 'migrating', 'circular', 'module', 'necessarily', 'setter', 'tfflearningmetric', 'structure', 'new', 'add new', 'subclass', 'build', 'forward pass', 'hparam', 'learn', 'getter', 'support structure', 'modelfn', 'tuning', 'package', 'restriction', 'wrap', 'implement', 'state', 'vizier', 'simplefedavg', 'newly', 'program', 'switch', 'tff optimizer', 'add default', 'program logic', 'relevant', 'lack', 'consolidate', 'consistently', 'algorithm new', 'namespace delete', 'tfflearningoptimizersoptimizer', 'method propose', 'tfflearningfromkerasmodel', 'add federate', 'update', 'algorithm implementation', 'clientwork component', 'tfflearne remove', 'algorithm base', 'documentation change', 'attrs', 'implementation', 'dependency', 'remove support', 'clientwork', 'note', 'class', 'documentation', 'object remove', 'algorithm implement', 'change', 'tutorial use', 'library', 'subclasse', 'use new', 'consistent', 'definition', 'tfdata', 'use delete', 'attempt', 'parameter', 'personalization', 'cl', 'fedavg', 'new algorithm', 'share', 'api change', 'cleanup', 'training', 'unused', 'component', 'deprecation', 'type', 'target', 'eval', 'logic', 'ensure', 'object', 'remove dependency', 'available', 'simplefedavg use', 'structure weight', 'variant fedavg', 'federatedresearch', 'clarify default', 'update tfflearningalgorithm', 'capitalization', 'tfflearningreconstruction add', 'tfflearne apis', 'apis update', 'adafactor', 'programstate', 'iterativeprocesse', 'stateful metric', 'tutorial', 'api add', 'internal', 'replace datasetreduce', 'dependency tffutil', 'tfflearningmodel build', 'numexample counter', 'add iter', 'tfflearningprogramsevaluationmanager', 'tffutil tfflearne', 'component tff', 'tfflearningmodel update', 'iter method', 'default zero']","['change tfflearningmodel tfflearningmodelsvariablemodel documentation change tfflearningmodel tfflearningmodelsvariablemodel documentation', 'remove tfflearningmodel public api user instead use tfflearningmodelsvariablemodel remove tfflearningmodel public api user instead use tfflearningmodelsvariablemodel', 'change tfflearningmodel tfflearningmodelsvariablemodel documentation change tfflearningmodel tfflearningmodelsvariablemodel documentation']",tfflearningmodel - tfflearning - remove - tfflearningmodelsfunctionalmodel - use - tfflearningbuildfederatedaveragingprocess - add - api - deprecate - algorithm - tfflearningalgorithm - support - user instead - tfflearne - replace - attribute - federate reconstruction - instead use - apis - reconstruction - delete - public api - tfflearningoptimizer - public - usage - make - deprecate attribute - tfflearningbuildfederatedevaluation - migrate - symbol - user - composer - federate - introduce federate - tfflearningbuildfederatedaveragingprocess remove - composer framework - tff - instead - framework - use learn - tfflearningtemplateslearningprocess - polymorphic computation - optimizer - mime lite - mime - usage typeconversionsinfertype - typeconversionsinfertype - polymorphic - add support - algorithm use - lite - method - subdirectory - tfflearningalgorithms - introduce - new attribute - use tfnestmapstructure - weight - tfflearningreconstruction - tfnestmapstructure - tfkerasmodel - simplifie - default - model - stateful - forward - remove deprecate - modelweight - make dependency - tfflearning add - attribute resetmetric - api lack - computation - remove usage - expose - attempt make - tfflearningalgorithmsbuildweightedfedavg - tfflearningalgorithmsbuildfedeval - newly add - remove restriction - resetmetric - api user - getter setter - typingnamedtuple - namespace - migrating - circular - module - necessarily - setter - tfflearningmetric - structure - new - add new - subclass - build - forward pass - hparam - learn - getter - support structure - modelfn - tuning - package - restriction - wrap - implement - state - vizier - simplefedavg - newly - program - switch - tff optimizer - add default - program logic - relevant - lack - consolidate - consistently - algorithm new - namespace delete - tfflearningoptimizersoptimizer - method propose - tfflearningfromkerasmodel - add federate - update - algorithm implementation - clientwork component - tfflearne remove - algorithm base - documentation change - attrs - implementation - dependency - remove support - clientwork - note - class - documentation - object remove - algorithm implement - change - tutorial use - library - subclasse - use new - consistent - definition - tfdata - use delete - attempt - parameter - personalization - cl - fedavg - new algorithm - share - api change - cleanup - training - unused - component - deprecation - type - target - eval - logic - ensure - object - remove dependency - available - simplefedavg use - structure weight - variant fedavg - federatedresearch - clarify default - update tfflearningalgorithm - capitalization - tfflearningreconstruction add - tfflearne apis - apis update - adafactor - programstate - iterativeprocesse - stateful metric - tutorial - api add - internal - replace datasetreduce - dependency tffutil - tfflearningmodel build - numexample counter - add iter - tfflearningprogramsevaluationmanager - tffutil tfflearne - component tff - tfflearningmodel update - iter method - default zero,1.0,False
3939,ensure tfflearningoptimizers consistently support empty structures,ensure tfflearningoptimizers consistently support empty structures optimizers noop empty structures weights,2024-09-10 15:55:21+00:00,ensure tfflearningoptimizers consistently support empty structures ensure tfflearningoptimizers consistently support empty structures optimizers noop empty structures weights,ensure tfflearningoptimizer consistently support empty structure ensure tfflearningoptimizer consistently support empty structure optimizer noop empty structure weight,ensure tfflearningoptimizer consistently support empty structure ensure tfflearningoptimizer consistently support empty structure optimizer noop empty structure weight,14,14_tfflearningmodel_tfflearning_remove_tfflearningmodelsfunctionalmodel,"['tfflearningmodel', 'tfflearning', 'remove', 'tfflearningmodelsfunctionalmodel', 'use', 'tfflearningbuildfederatedaveragingprocess', 'add', 'api', 'deprecate', 'algorithm', 'tfflearningalgorithm', 'support', 'user instead', 'tfflearne', 'replace', 'attribute', 'federate reconstruction', 'instead use', 'apis', 'reconstruction', 'delete', 'public api', 'tfflearningoptimizer', 'public', 'usage', 'make', 'deprecate attribute', 'tfflearningbuildfederatedevaluation', 'migrate', 'symbol', 'user', 'composer', 'federate', 'introduce federate', 'tfflearningbuildfederatedaveragingprocess remove', 'composer framework', 'tff', 'instead', 'framework', 'use learn', 'tfflearningtemplateslearningprocess', 'polymorphic computation', 'optimizer', 'mime lite', 'mime', 'usage typeconversionsinfertype', 'typeconversionsinfertype', 'polymorphic', 'add support', 'algorithm use', 'lite', 'method', 'subdirectory', 'tfflearningalgorithms', 'introduce', 'new attribute', 'use tfnestmapstructure', 'weight', 'tfflearningreconstruction', 'tfnestmapstructure', 'tfkerasmodel', 'simplifie', 'default', 'model', 'stateful', 'forward', 'remove deprecate', 'modelweight', 'make dependency', 'tfflearning add', 'attribute resetmetric', 'api lack', 'computation', 'remove usage', 'expose', 'attempt make', 'tfflearningalgorithmsbuildweightedfedavg', 'tfflearningalgorithmsbuildfedeval', 'newly add', 'remove restriction', 'resetmetric', 'api user', 'getter setter', 'typingnamedtuple', 'namespace', 'migrating', 'circular', 'module', 'necessarily', 'setter', 'tfflearningmetric', 'structure', 'new', 'add new', 'subclass', 'build', 'forward pass', 'hparam', 'learn', 'getter', 'support structure', 'modelfn', 'tuning', 'package', 'restriction', 'wrap', 'implement', 'state', 'vizier', 'simplefedavg', 'newly', 'program', 'switch', 'tff optimizer', 'add default', 'program logic', 'relevant', 'lack', 'consolidate', 'consistently', 'algorithm new', 'namespace delete', 'tfflearningoptimizersoptimizer', 'method propose', 'tfflearningfromkerasmodel', 'add federate', 'update', 'algorithm implementation', 'clientwork component', 'tfflearne remove', 'algorithm base', 'documentation change', 'attrs', 'implementation', 'dependency', 'remove support', 'clientwork', 'note', 'class', 'documentation', 'object remove', 'algorithm implement', 'change', 'tutorial use', 'library', 'subclasse', 'use new', 'consistent', 'definition', 'tfdata', 'use delete', 'attempt', 'parameter', 'personalization', 'cl', 'fedavg', 'new algorithm', 'share', 'api change', 'cleanup', 'training', 'unused', 'component', 'deprecation', 'type', 'target', 'eval', 'logic', 'ensure', 'object', 'remove dependency', 'available', 'simplefedavg use', 'structure weight', 'variant fedavg', 'federatedresearch', 'clarify default', 'update tfflearningalgorithm', 'capitalization', 'tfflearningreconstruction add', 'tfflearne apis', 'apis update', 'adafactor', 'programstate', 'iterativeprocesse', 'stateful metric', 'tutorial', 'api add', 'internal', 'replace datasetreduce', 'dependency tffutil', 'tfflearningmodel build', 'numexample counter', 'add iter', 'tfflearningprogramsevaluationmanager', 'tffutil tfflearne', 'component tff', 'tfflearningmodel update', 'iter method', 'default zero']","['change tfflearningmodel tfflearningmodelsvariablemodel documentation change tfflearningmodel tfflearningmodelsvariablemodel documentation', 'remove tfflearningmodel public api user instead use tfflearningmodelsvariablemodel remove tfflearningmodel public api user instead use tfflearningmodelsvariablemodel', 'change tfflearningmodel tfflearningmodelsvariablemodel documentation change tfflearningmodel tfflearningmodelsvariablemodel documentation']",tfflearningmodel - tfflearning - remove - tfflearningmodelsfunctionalmodel - use - tfflearningbuildfederatedaveragingprocess - add - api - deprecate - algorithm - tfflearningalgorithm - support - user instead - tfflearne - replace - attribute - federate reconstruction - instead use - apis - reconstruction - delete - public api - tfflearningoptimizer - public - usage - make - deprecate attribute - tfflearningbuildfederatedevaluation - migrate - symbol - user - composer - federate - introduce federate - tfflearningbuildfederatedaveragingprocess remove - composer framework - tff - instead - framework - use learn - tfflearningtemplateslearningprocess - polymorphic computation - optimizer - mime lite - mime - usage typeconversionsinfertype - typeconversionsinfertype - polymorphic - add support - algorithm use - lite - method - subdirectory - tfflearningalgorithms - introduce - new attribute - use tfnestmapstructure - weight - tfflearningreconstruction - tfnestmapstructure - tfkerasmodel - simplifie - default - model - stateful - forward - remove deprecate - modelweight - make dependency - tfflearning add - attribute resetmetric - api lack - computation - remove usage - expose - attempt make - tfflearningalgorithmsbuildweightedfedavg - tfflearningalgorithmsbuildfedeval - newly add - remove restriction - resetmetric - api user - getter setter - typingnamedtuple - namespace - migrating - circular - module - necessarily - setter - tfflearningmetric - structure - new - add new - subclass - build - forward pass - hparam - learn - getter - support structure - modelfn - tuning - package - restriction - wrap - implement - state - vizier - simplefedavg - newly - program - switch - tff optimizer - add default - program logic - relevant - lack - consolidate - consistently - algorithm new - namespace delete - tfflearningoptimizersoptimizer - method propose - tfflearningfromkerasmodel - add federate - update - algorithm implementation - clientwork component - tfflearne remove - algorithm base - documentation change - attrs - implementation - dependency - remove support - clientwork - note - class - documentation - object remove - algorithm implement - change - tutorial use - library - subclasse - use new - consistent - definition - tfdata - use delete - attempt - parameter - personalization - cl - fedavg - new algorithm - share - api change - cleanup - training - unused - component - deprecation - type - target - eval - logic - ensure - object - remove dependency - available - simplefedavg use - structure weight - variant fedavg - federatedresearch - clarify default - update tfflearningalgorithm - capitalization - tfflearningreconstruction add - tfflearne apis - apis update - adafactor - programstate - iterativeprocesse - stateful metric - tutorial - api add - internal - replace datasetreduce - dependency tffutil - tfflearningmodel build - numexample counter - add iter - tfflearningprogramsevaluationmanager - tffutil tfflearne - component tff - tfflearningmodel update - iter method - default zero,1.0,False
3954,remove support tfkerasoptimizersoptimizer tfflearningalgorithms,remove support tfkerasoptimizersoptimizer tfflearningalgorithms,2024-08-22 23:11:29+00:00,remove support tfkerasoptimizersoptimizer tfflearningalgorithms remove support tfkerasoptimizersoptimizer tfflearningalgorithms,remove support tfkerasoptimizersoptimizer tfflearningalgorithm remove support tfkerasoptimizersoptimizer tfflearningalgorithm,remove support tfkerasoptimizersoptimizer tfflearningalgorithm remove support tfkerasoptimizersoptimizer tfflearningalgorithm,14,14_tfflearningmodel_tfflearning_remove_tfflearningmodelsfunctionalmodel,"['tfflearningmodel', 'tfflearning', 'remove', 'tfflearningmodelsfunctionalmodel', 'use', 'tfflearningbuildfederatedaveragingprocess', 'add', 'api', 'deprecate', 'algorithm', 'tfflearningalgorithm', 'support', 'user instead', 'tfflearne', 'replace', 'attribute', 'federate reconstruction', 'instead use', 'apis', 'reconstruction', 'delete', 'public api', 'tfflearningoptimizer', 'public', 'usage', 'make', 'deprecate attribute', 'tfflearningbuildfederatedevaluation', 'migrate', 'symbol', 'user', 'composer', 'federate', 'introduce federate', 'tfflearningbuildfederatedaveragingprocess remove', 'composer framework', 'tff', 'instead', 'framework', 'use learn', 'tfflearningtemplateslearningprocess', 'polymorphic computation', 'optimizer', 'mime lite', 'mime', 'usage typeconversionsinfertype', 'typeconversionsinfertype', 'polymorphic', 'add support', 'algorithm use', 'lite', 'method', 'subdirectory', 'tfflearningalgorithms', 'introduce', 'new attribute', 'use tfnestmapstructure', 'weight', 'tfflearningreconstruction', 'tfnestmapstructure', 'tfkerasmodel', 'simplifie', 'default', 'model', 'stateful', 'forward', 'remove deprecate', 'modelweight', 'make dependency', 'tfflearning add', 'attribute resetmetric', 'api lack', 'computation', 'remove usage', 'expose', 'attempt make', 'tfflearningalgorithmsbuildweightedfedavg', 'tfflearningalgorithmsbuildfedeval', 'newly add', 'remove restriction', 'resetmetric', 'api user', 'getter setter', 'typingnamedtuple', 'namespace', 'migrating', 'circular', 'module', 'necessarily', 'setter', 'tfflearningmetric', 'structure', 'new', 'add new', 'subclass', 'build', 'forward pass', 'hparam', 'learn', 'getter', 'support structure', 'modelfn', 'tuning', 'package', 'restriction', 'wrap', 'implement', 'state', 'vizier', 'simplefedavg', 'newly', 'program', 'switch', 'tff optimizer', 'add default', 'program logic', 'relevant', 'lack', 'consolidate', 'consistently', 'algorithm new', 'namespace delete', 'tfflearningoptimizersoptimizer', 'method propose', 'tfflearningfromkerasmodel', 'add federate', 'update', 'algorithm implementation', 'clientwork component', 'tfflearne remove', 'algorithm base', 'documentation change', 'attrs', 'implementation', 'dependency', 'remove support', 'clientwork', 'note', 'class', 'documentation', 'object remove', 'algorithm implement', 'change', 'tutorial use', 'library', 'subclasse', 'use new', 'consistent', 'definition', 'tfdata', 'use delete', 'attempt', 'parameter', 'personalization', 'cl', 'fedavg', 'new algorithm', 'share', 'api change', 'cleanup', 'training', 'unused', 'component', 'deprecation', 'type', 'target', 'eval', 'logic', 'ensure', 'object', 'remove dependency', 'available', 'simplefedavg use', 'structure weight', 'variant fedavg', 'federatedresearch', 'clarify default', 'update tfflearningalgorithm', 'capitalization', 'tfflearningreconstruction add', 'tfflearne apis', 'apis update', 'adafactor', 'programstate', 'iterativeprocesse', 'stateful metric', 'tutorial', 'api add', 'internal', 'replace datasetreduce', 'dependency tffutil', 'tfflearningmodel build', 'numexample counter', 'add iter', 'tfflearningprogramsevaluationmanager', 'tffutil tfflearne', 'component tff', 'tfflearningmodel update', 'iter method', 'default zero']","['change tfflearningmodel tfflearningmodelsvariablemodel documentation change tfflearningmodel tfflearningmodelsvariablemodel documentation', 'remove tfflearningmodel public api user instead use tfflearningmodelsvariablemodel remove tfflearningmodel public api user instead use tfflearningmodelsvariablemodel', 'change tfflearningmodel tfflearningmodelsvariablemodel documentation change tfflearningmodel tfflearningmodelsvariablemodel documentation']",tfflearningmodel - tfflearning - remove - tfflearningmodelsfunctionalmodel - use - tfflearningbuildfederatedaveragingprocess - add - api - deprecate - algorithm - tfflearningalgorithm - support - user instead - tfflearne - replace - attribute - federate reconstruction - instead use - apis - reconstruction - delete - public api - tfflearningoptimizer - public - usage - make - deprecate attribute - tfflearningbuildfederatedevaluation - migrate - symbol - user - composer - federate - introduce federate - tfflearningbuildfederatedaveragingprocess remove - composer framework - tff - instead - framework - use learn - tfflearningtemplateslearningprocess - polymorphic computation - optimizer - mime lite - mime - usage typeconversionsinfertype - typeconversionsinfertype - polymorphic - add support - algorithm use - lite - method - subdirectory - tfflearningalgorithms - introduce - new attribute - use tfnestmapstructure - weight - tfflearningreconstruction - tfnestmapstructure - tfkerasmodel - simplifie - default - model - stateful - forward - remove deprecate - modelweight - make dependency - tfflearning add - attribute resetmetric - api lack - computation - remove usage - expose - attempt make - tfflearningalgorithmsbuildweightedfedavg - tfflearningalgorithmsbuildfedeval - newly add - remove restriction - resetmetric - api user - getter setter - typingnamedtuple - namespace - migrating - circular - module - necessarily - setter - tfflearningmetric - structure - new - add new - subclass - build - forward pass - hparam - learn - getter - support structure - modelfn - tuning - package - restriction - wrap - implement - state - vizier - simplefedavg - newly - program - switch - tff optimizer - add default - program logic - relevant - lack - consolidate - consistently - algorithm new - namespace delete - tfflearningoptimizersoptimizer - method propose - tfflearningfromkerasmodel - add federate - update - algorithm implementation - clientwork component - tfflearne remove - algorithm base - documentation change - attrs - implementation - dependency - remove support - clientwork - note - class - documentation - object remove - algorithm implement - change - tutorial use - library - subclasse - use new - consistent - definition - tfdata - use delete - attempt - parameter - personalization - cl - fedavg - new algorithm - share - api change - cleanup - training - unused - component - deprecation - type - target - eval - logic - ensure - object - remove dependency - available - simplefedavg use - structure weight - variant fedavg - federatedresearch - clarify default - update tfflearningalgorithm - capitalization - tfflearningreconstruction add - tfflearne apis - apis update - adafactor - programstate - iterativeprocesse - stateful metric - tutorial - api add - internal - replace datasetreduce - dependency tffutil - tfflearningmodel build - numexample counter - add iter - tfflearningprogramsevaluationmanager - tffutil tfflearne - component tff - tfflearningmodel update - iter method - default zero,1.0,False
